Transaction;Tanggal;Items
125009762;Januari 31, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD ORANGE 200 ML, CEREBROFORT GOLD STRAWBERY, PROMAG SUSPENSI BTL 60 ML, PROMAG HERBAL 15 ML, CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH, MIXAGRIP FLU KAPLET 25X4, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125009775;Januari 31, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY, ENTROSTOP HERBAL ANAK, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML, SKT ACTIV SIRUP 100 ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, FATIGON SPIRIT BOX 10X6S, MIXAGRIP FLU &BATUK PE, MEXTRIL BATUK-TABLET BOX, ENTROSTOP 10'S, PROCOLD FLU PE, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125009777;Januari 31, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX OBH PE
125009778;Januari 31, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B
125009781;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125009784;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125009785;Januari 31, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL 15 ML
125009864;Januari 31, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX KID OBH PE, KOMIX OBH
125009887;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125009890;Januari 31, 2025;KALPANAX K CREAM 5 GR, KALPANAX KRIM 10 GR
125009892;Januari 31, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL PEPPERMINT
125009893;Januari 31, 2025;KOMIX HERBAL 15 ML, WOODS COUGH SYR ATT  60ML
125009900;Januari 31, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL 15 ML, KOMIX HERBAL PEPPERMINT, KOMIX OBH PE, PROMAG HERBAL 15 ML, PROMAG TABLET
125009901;Januari 31, 2025;CEREBROFORT GOLD ORANGE 100 ML, WOODS COUGH SYR ATT 100ML, ENTROSTOP 10'S
125009949;Januari 31, 2025;WOODS LOZENGES 6'S, WOODS LOZENGES LEMON VITAMIN C
125009950;Januari 31, 2025;WOODS COUGH SYR ATT  60ML, PROCOLD FLU BATUK PE
125009951;Januari 31, 2025;KALPANAX SALEP 6G/12, PROMAG HERBAL 15 ML, WOODS NATURALS SYR 60 ML, CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG STRAW SCH, FATIGON SPIRIT BOX 10X6S, SAKATONIK ACTIV MULTIVIT ZAT BESI - KAPLET 6S, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, XONCE TAB BOX 50'S
125009969;Januari 31, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL PEPPERMINT
125009998;Januari 31, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, FATIGON SPIRIT BOX 10X6S
125009999;Januari 31, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, FATIGON SPIRIT BOX 10X6S
125010013;Januari 31, 2025;WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML
125010027;Januari 31, 2025;ENTROSTOP HERBAL ANAK, ENTROSTOP 10'S
125010030;Januari 31, 2025;WOODS'LOZ BLACKCURRANT, WOODS LOZENGES CHERRY 6'S, WOODS LOZENGES 6'S, WOODS LOZ HONEY LEMON, WOODS LOZENGES ORANGE VITAMIN C, WOODS LOZENGES LEMON VITAMIN C
125010033;Januari 31, 2025;WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML
125010055;Januari 31, 2025;WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML
125010057;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010076;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010099;Januari 31, 2025;PROMAG TABLET, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125010101;Januari 31, 2025;PROMAG SUSPENSI 10ML/6, PROMAG TABLET, WOODS EXPECTORANT 100 ML
125010105;Januari 31, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, MIXAGRIP HERBAL GREGES
125010136;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010137;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010138;Januari 31, 2025;PROMAG HERBAL 15 ML, SKT ACTIV SIRUP 100 ML, CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH, FATIGON SPIRIT BOX 10X6S
125010159;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010160;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010161;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010188;Januari 31, 2025;KALPANAX K CREAM 5 GR, KALPANAX KRIM 10 GR, CEREBROVIT XCEL 10 CAPS, BEJO JAHE MERAH HERBAL 12 SC, CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD ORANGE 200 ML, ENTROSTOP HERBAL ANAK, PROMAG SUSPENSI BTL 60 ML, WAISAN NEW FORMULA  /LUSIN, MIXAGRIP FLU KAPLET 25X4, ENTROSTOP 10'S, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125010199;Januari 31, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL 15 ML
125010218;Januari 31, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX OBH PE
125010226;Januari 31, 2025;CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG MGA SCH, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
125010259;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010260;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010267;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010268;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010269;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010270;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010271;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010272;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010273;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010274;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010275;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010311;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010315;Januari 31, 2025;KOMIX HERBAL JERUK NIPIS, EXTRA JOSS ACTIVE 12SCH
125010321;Januari 31, 2025;MIXAGRIP FLU KAPLET 25X4, ENTROSTOP 10'S
125010343;Januari 31, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD ORANGE 200 ML
125010344;Januari 31, 2025;KALPANAX K CREAM 5 GR, PROMAG SUSPENSI 10ML/6, WOODS EXPECTORANT 60 ML, ENTROSTOP 10'S, PROMAG TABLET
125010353;Januari 31, 2025;CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG MGA SCH, CEREBROFORT MG STRAW SCH
125010366;Januari 31, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010402;Januari 31, 2025;KALPANAX K CREAM 5 GR, FATIGON SPIRIT BOX 10X6S, MIXAGRIP FLU &BATUK PE, MIXAGRIP FLU KAPLET 25X4
125010403;Januari 31, 2025;EXTRA JOSS ACTIVE 12SCH, PUYER OSK BT NO.16/BOX
125010404;Januari 31, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX OBH PE, PUYER OSK BT NO.16/BOX
125010405;Januari 31, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX OBH PE, PUYER OSK BT NO.16/BOX
125010406;Januari 31, 2025;KALPANAX K CREAM 5 GR, PROMAG HERBAL 15 ML, MIXAGRIP FLU KAPLET 25X4
125010438;Januari 31, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL PEPPERMINT, PUYER OSK BT NO.16/BOX
125010439;Januari 31, 2025;MIXAGRIP FLU KAPLET 25X4, ENTROSTOP 10'S
125010440;Januari 31, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, MIXAGRIP HERBAL GREGES
125010441;Januari 31, 2025;EXTRA JOSS ACTIVE 12SCH, FATIGON SPIRIT BOX 10X6S
125010442;Januari 31, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, MIXAGRIP HERBAL GREGES
125010443;Januari 31, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH, CEREBROFORT M.G. TROPICAL FRUIT, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125010449;Januari 31, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, FATIGON SPIRIT BOX 10X6S, SAKATONIK ACTIV MULTIVIT ZAT BESI - KAPLET 6S
125010451;Januari 31, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, FATIGON SPIRIT BOX 10X6S
125010454;Januari 31, 2025;KALPANAX K CREAM 5 GR, KOMIX JAHE G-FORMULA 6'S, MIXAGRIP HERBAL GREGES, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML, WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, WOODS NATURALS SYR 60 ML, PUYER OSK BT NO.16/BOX, WAISAN NEW FORMULA  /LUSIN, MIXAGRIP FLU &BATUK PE, MIXAGRIP FLU KAPLET 25X4, PROCOLD FLU BATUK PE, PROCOLD FLU PE, PROMAG TABLET, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125010458;Januari 31, 2025;KALPANAX K CREAM 5 GR, CEREBROFORT GOLD ORANGE 200 ML, PROMAG SUSPENSI BTL 60 ML, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML, SKT ACTIV SIRUP 100 ML, WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML, FATIGON SPIRIT BOX 10X6S, MIXAGRIP FLU KAPLET 25X4, ENTROSTOP 10'S, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125010462;Januari 31, 2025;KOMIX JAHE G-FORMULA 6'S, MIXAGRIP FLU &BATUK PE, PROCOLD FLU BATUK PE, PROCOLD FLU PE
125010463;Januari 31, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX KID STRAWBERRY PACK, KOMIX J.NIPIS G-FORMULA B, KOMIX KID OBH PE, KOMIX OBH PE, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, PUYER OSK BT NO.16/BOX, ENTROSTOP 10'S, PROMAG TABLET
125010466;Januari 31, 2025;KOMIX HERBAL JERUK NIPIS, EXTRA JOSS ACTIVE 12SCH
125010487;Januari 31, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY, PROMAG TABLET, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ORANGE 30TAB
125010521;Januari 31, 2025;KOMIX HERBAL 15 ML, PROMAG HERBAL 15 ML
125010578;Januari 31, 2025;BEJO JAHE MERAH HERBAL 6S MT, EXTRA JOSS SPORT GEL 2 TB, KOMIX HERBAL 15 ML, EXTRA JOSS ACTIVE 6 SCH
125010586;Februari 01, 2025;BEJO JAHE MERAH HERBAL 12 SC, ENTROSTOP 10'S
125010593;Februari 01, 2025;KALPANAX K CREAM 5 GR, CEREBROFORT GOLD ORANGE 200 ML
125010596;Februari 01, 2025;BEJO JAHE MERAH HERBAL 6S MT, PROMAG HERBAL 15 ML, CEREBROFORT MG STRAW SCH, PROMAG TABLET
125010599;Februari 01, 2025;CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG MGA SCH, CEREBROFORT MG STRAW SCH
125010604;Februari 01, 2025;WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML
125010609;Februari 01, 2025;KALPANAX K CREAM 5 GR, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010612;Februari 01, 2025;KOMIX OBH PE, CEREBROFORT GOLD ORANGE 200 ML, ENTROSTOP HERBAL ANAK
125010613;Februari 01, 2025;KALPANAX K CREAM 5 GR, PROMAG TABLET
125010647;Februari 01, 2025;KALPANAX K CREAM 5 GR, CEREBROVIT XCEL 10 CAPS, WOODS COUGH SYR ATT  60ML, ENTROSTOP 10'S, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ORANGE 30TAB
125010648;Februari 01, 2025;PUYER OSK BT NO.16/BOX, KALPANAX SALEP 6G/12, CEREBROVIT XCEL 10 CAPS, PROMAG TABLET
125010656;Februari 01, 2025;SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125010657;Februari 01, 2025;WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML
125010662;Februari 01, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL PEPPERMINT
125010664;Februari 01, 2025;PUYER OSK BT NO.16/BOX, PROMAG TABLET, WOODS LOZENGES 6'S
125010665;Februari 01, 2025;PROCOLD FLU PE, WOODS LOZENGES 6'S
125010676;Februari 01, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL 15 ML, KOMIX HERBAL PEPPERMINT
125010681;Februari 01, 2025;KOMIX HERBAL 15 ML, WOODS EXPECTORANT 60 ML, MIXAGRIP FLU KAPLET 25X4, ENTROSTOP 10'S, PROMAG TABLET
125010687;Februari 01, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125010694;Februari 01, 2025;SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125010719;Februari 01, 2025;MIXAGRIP FLU &BATUK PE, PROCOLD FLU BATUK PE
125010721;Februari 01, 2025;SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ORANGE 30TAB
125010722;Februari 01, 2025;CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG MGA SCH
125010724;Februari 01, 2025;CEREBROFORT GOLD ORANGE 100 ML, SKT ABC CURCUMA MADU
125010759;Februari 03, 2025;KOMIX OBH PE, PROMAG HERBAL 15 ML, ENTROSTOP 10'S, PROMAG TABLET, WOODS COUGH SYR ATT  60ML
125010763;Februari 03, 2025;KALPANAX K CREAM 5 GR, KALPANAX SALEP 6G/12
125010765;Februari 03, 2025;ENTROSTOP HERBAL ANAK, WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML
125010768;Februari 03, 2025;BEJO JAHE MERAH HERBAL 12 SC, WOODS'LOZ BLACKCURRANT, WOODS LOZENGES CHERRY 6'S, WOODS LOZENGES 6'S
125010769;Februari 03, 2025;SKT ACTIV SIRUP 300 ML, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125010770;Februari 03, 2025;KOMIX HERBAL 15 ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, FATIGON SPIRIT BOX 10X6S
125010771;Februari 03, 2025;PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125010812;Februari 03, 2025;KOMIX HERBAL JERUK NIPIS, PROMAG SUSPENSI 10ML/6, WOODS EXPECTORANT 60 ML
125010825;Februari 03, 2025;WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, WOODS NATURALS SYR 60 ML
125010841;Februari 03, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP FLU KAPLET 25X4
125010842;Februari 03, 2025;WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, FATIGON SPIRIT BOX 10X6S
125010844;Februari 03, 2025;KOMIX OBH PE, KALPANAX K CREAM 5 GR, ENTROSTOP HERBAL ANAK, PROCOLD FLU PE, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125010855;Februari 03, 2025;BEJO ANAK JAHE MERAH 5S, BEJO JAHE MERAH HERBAL 6S MT, WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML
125010868;Februari 03, 2025;KOMIX OBH PE, KALPANAX K CREAM 5 GR
125010869;Februari 03, 2025;CEREBROFORT GOLD ORANGE 100 ML, WOODS NATURALS SYR 60 ML
125010872;Februari 03, 2025;PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML, WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML, ENTROSTOP 10'S, PROMAG TABLET
125010880;Februari 03, 2025;PUYER OSK BT NO.16/BOX, WAISAN NEW FORMULA  /LUSIN
125010910;Februari 03, 2025;KALPANAX K CREAM 5 GR, SAKATONIK ABC ANTARIKSA 30 TAB
125010911;Februari 03, 2025;PROMAG TABLET, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB
125010941;Februari 03, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL 15 ML, KOMIX HERBAL PEPPERMINT, KOMIX OBH PE, PUYER OSK BT NO.16/BOX
125010944;Februari 03, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX KID STRAWBERRY PACK, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX KID OBH PE
125010970;Februari 03, 2025;CEREBROFORT GOLD ORANGE 200 ML, WOODS LOZENGES 6'S
125010971;Februari 03, 2025;ENTROSTOP HERBAL ANAK, PROMAG HERBAL 15 ML, MIXAGRIP FLU KAPLET 25X4
125010984;Februari 03, 2025;ENTROSTOP HERBAL ANAK, WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML
125010989;Februari 03, 2025;KOMIX OBH PE, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, MIXAGRIP FLU KAPLET 25X4, ENTROSTOP 10'S, PROMAG TABLET
125010995;Februari 03, 2025;KOMIX HERBAL JERUK NIPIS, WOODS COUGH SYR ATT  60ML
125011007;Februari 03, 2025;KOMIX HERBAL 15 ML, PROMAG SUSPENSI 10ML/6, ENTROSTOP 10'S, PROMAG TABLET
125011015;Februari 03, 2025;ENTROSTOP HERBAL ANAK, MIXAGRIP FLU KAPLET 25X4, PROMAG TABLET
125011028;Februari 03, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX OBH PE
125011030;Februari 03, 2025;SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125011036;Februari 03, 2025;WOODS COUGH SYR ATT 100ML, SAKATONIK ABC ORANGE 30TAB
125011040;Februari 03, 2025;KALPANAX K CREAM 5 GR, KOMIX OBH PE
125011061;Februari 03, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX OBH
125011065;Februari 03, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL 15 ML, KOMIX HERBAL PEPPERMINT, ENTROSTOP HERBAL ANAK
125011108;Februari 03, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX KID STRAWBERRY PACK, MIXAGRIP FLU KAPLET 25X4
125011116;Februari 03, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX OBH PE, PUYER OSK BT NO.16/BOX, WAISAN NEW FORMULA  /LUSIN
125011119;Februari 03, 2025;MIXAGRIP FLU &BATUK PE, MEXTRIL BATUK-TABLET BOX
125011122;Februari 03, 2025;CEREBROFORT GOLD ORANGE 100 ML, ENTROSTOP HERBAL ANAK, WOODS NATURALS SYR 60 ML, WOODS LOZENGES 6'S
125011127;Februari 03, 2025;BEJO JAHE MERAH HERBAL 12 SC, WAISAN NEW FORMULA  /LUSIN, PROMAG SUSPENSI 10ML/6, WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML, PROMAG TABLET
125011128;Februari 03, 2025;WOODS COUGH SYR ATT  60ML, SAKATONIK ABC STRAW 30TAB
125011130;Februari 03, 2025;KALPANAX K CREAM 5 GR, PROMAG TABLET
125011131;Februari 03, 2025;SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SKT ABC CURCUMA MADU
125011132;Februari 03, 2025;SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
