Transaction;Tanggal;Items
425005169;Maret 03, 2025;BEJO JAHE MERAH HERBAL 1'S, KOMIX HERBAL PEPPERMINT, SKT ACTIV SIRUP 300 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425005173;Maret 03, 2025;KOMIX HERBAL LEMON, KOMIX HERBAL JERUK NIPIS
425005174;Maret 03, 2025;BEJO ANAK JAHE MRH 1S GT, BEJO ANAK JAHE MERAH 12S
425005187;Maret 03, 2025;KOMIX HERBAL JAHE, KOMIX HERBAL PEPPERMINT, KOMIX OBH PE, PUYER OSK BT NO.16/BOX
425005188;Maret 03, 2025;KOMIX HERBAL JAHE, KOMIX HERBAL JERUK NIPIS, KOMIX OBH PE, PUYER OSK BT NO.16/BOX
425005190;Maret 03, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL LEMON, KOMIX HERBAL PEPPERMINT, SKT ACTIV SIRUP 100 ML, SKT ACTIV SIRUP 300 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425005191;Maret 03, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, SKT ACTIV SIRUP 100 ML, SKT ACTIV SIRUP 300 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425005193;Maret 03, 2025;KOMIX HERBAL PEPPERMINT, SKT ACTIV SIRUP 100 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425005199;Maret 05, 2025;KOMIX HERBAL LEMON, KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES, MIXAGRIP HERBAL GREGES - 1 SC, FATIGON KAPLET 1X6S
425005208;Maret 05, 2025;MIXAGRIP HERBAL GREGES, MIXAGRIP HERBAL GREGES - 1 SC, FATIGON KAPLET 1X6S
425005212;Maret 05, 2025;BEJO JAHE MERAH PACK 12SC, PUYER OSK BT NO.16/BOX
425005216;Maret 05, 2025;MIXAGRIP HERBAL GREGES, FATIGON KAPLET 10X6S
425005217;Maret 05, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, FATIGON KAPLET 10X6S
425005219;Maret 05, 2025;BEJO JAHE MERAH HERBAL 12 SC, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
425005220;Maret 05, 2025;FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
425005251;Maret 05, 2025;CEREBROFORT M.G. AGGR SCH, SAKATONIK ABC ANTARIKSA
425005254;Maret 05, 2025;SAKATONIK ABC ANTARIKSA, SAKATONIK ABC STRAW 30TAB
425005261;Maret 05, 2025;KALPANAX SALEP 6G, CEREBROFORT M.G. AGGR SCH
425005263;Maret 05, 2025;EXTRA JOSS SPORT GEL 2 TB, EXTRA JOSS ACTIVE 6 SCH
425005271;Maret 05, 2025;KALPANAX SALEP 6G, CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG STRAW SCH
425005368;Maret 06, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY, KOMIX HERBAL 15 ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, PUYER OSK BT NO.16/BOX, WAISAN NEW FORMULA  /LUSIN
425005370;Maret 06, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL LEMON, KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL PEPPERMINT, SKT ACTIV SIRUP 300 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425005379;Maret 06, 2025;BEJO JAHE MERAH HERBAL 12 SC, PROMAG HERBAL 15 ML
425005582;Maret 08, 2025;EXTRA JOSS MANGGA LAKI 1'S, EXTRA JOSS MANGGA LAKI
425005584;Maret 08, 2025;JOSS C 1000 CURAH, JOSS C 1000 12S GT
425005585;Maret 08, 2025;PUYER OSK BT NO.16 1'S, PUYER OSK BT NO.16/BOX
425005586;Maret 08, 2025;KOMIX HERBAL LEMON, B7 SLASI JERUK NIPIS 12'S
425005591;Maret 08, 2025;KOMIX HERBAL KIDS 10ML 1TB, KOMIX HERBAL LEMON 1TB, KOMIX HERBAL 15 ML 1TB, KOMIX HERBAL 15 ML
425005592;Maret 08, 2025;KOMIX HERBAL JAHE 1S, KOMIX HERBAL JAHE
425005594;Maret 08, 2025;KOMIX HERBAL LEMON 1TB, KOMIX HERBAL LEMON
425005595;Maret 08, 2025;KOMIX HERBAL 15 ML 1TB, KOMIX HERBAL 15 ML
425005600;Maret 10, 2025;KOMIX HERBAL 15 ML, SKT ACTIV SIRUP 300 ML
425005601;Maret 10, 2025;BEJO JAHE MERAH HERBAL 12 SC, PROMAG TABLET
425005603;Maret 10, 2025;BEJO JAHE MERAH HERBAL 12 SC, PUYER OSK BT NO.16/BOX, ENTROSTOP HERBAL ANAK
425005610;Maret 10, 2025;KALPANAX K CREAM 5 GR, PROMAG TABLET
425005611;Maret 10, 2025;KALPANAX K CREAM 5 GR, PROMAG HERBAL 15 ML
425005615;Maret 10, 2025;KOMIX HERBAL 15 ML, PROMAG HERBAL 15 ML
425005617;Maret 10, 2025;KALPANAX SALEP 6G/12, KALPANAX KRIM 10 GR, KOMIX HERBAL ORI PACK, KOMIX KID OBH PE, WOODS NATURALS SYR 60 ML
425005635;Maret 10, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, SKT ACTIV SIRUP 100 ML, SKT ACTIV SIRUP 300 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425005637;Maret 10, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL LEMON, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425005638;Maret 10, 2025;BEJO JAHE MERAH HERBAL 12 SC, SKT ACTIV SIRUP 100 ML, SKT ACTIV SIRUP 300 ML
425005639;Maret 10, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, SKT ACTIV SIRUP 100 ML, SKT ACTIV SIRUP 300 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425005640;Maret 10, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY, KOMIX HERBAL 15 ML
425005641;Maret 10, 2025;SKT ACTIV SIRUP 300 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425005642;Maret 10, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY, KOMIX HERBAL 15 ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, PUYER OSK BT NO.16/BOX, WAISAN NEW FORMULA  /LUSIN
425005644;Maret 10, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX KID STRAWBERRY PACK, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB, WOODS LOZENGES 6'S, WOODS LOZ HONEY LEMON
425005648;Maret 10, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
425005653;Maret 10, 2025;KOMIX HERBAL LEMON, KOMIX HERBAL PEPPERMINT, SKT ACTIV SIRUP 100 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425005699;Maret 11, 2025;PROMAG HERBAL 15 ML, CEREBROFORT M.G. AGGR SCH
425005726;Maret 11, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, PROMAG HERBAL 15 ML, MIXAGRIP HERBAL GREGES
425005735;Maret 11, 2025;WOODS COUGH SYR ATT  60ML, PROCOLD FLU BATUK PE
425005783;Maret 11, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, MIXAGRIP HERBAL GREGES
425005784;Maret 11, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT
425005785;Maret 11, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES
425005786;Maret 11, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES
425005787;Maret 11, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES
425005806;Maret 11, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, MIXAGRIP HERBAL GREGES
425005809;Maret 12, 2025;FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
425005816;Maret 12, 2025;MIXAGRIP HERBAL GREGES, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
425005825;Maret 12, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY, KOMIX HERBAL 15 ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, PUYER OSK BT NO.16/BOX, WAISAN NEW FORMULA  /LUSIN
425005829;Maret 12, 2025;CEREBROFORT GOLD ORANGE 100 ML, PUYER OSK BT NO.16/BOX
425005830;Maret 12, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, SKT ACTIV SIRUP 100 ML, SKT ACTIV SIRUP 300 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425005831;Maret 12, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL LEMON, KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL PEPPERMINT, SKT ACTIV SIRUP 300 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425005856;Maret 13, 2025;CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG STRAW SCH, SAKATONIK ACTIV MULTIVIT ZAT BESI - KAPLET 1S
425005920;Maret 13, 2025;WOODS EXPECTORANT 60 ML, FATIGON SPIRIT STRIP 1X6S
425005922;Maret 13, 2025;KOMIX HERBAL 15 ML, EXTRA JOSS ACTIVE 6 SCH, CEREBROFORT MG STRAW SCH, SAKATONIK ABC STRAW 30TAB
425005923;Maret 13, 2025;PROMAG HERBAL, PROMAG HERBAL 15 ML, FATIGON SPIRIT STRIP 1X6S, SAKATONIK ABC STRAW 30TAB
425005930;Maret 13, 2025;BT-MASUK ANGIN 1'S, BEJO JAHE MERAH PACK 6S MT, EXTRA JOSS ACTIVE 6 SCH, MIXAGRIP FLU & BATUK PE
425005931;Maret 13, 2025;KALPANAX SALEP 6G, BEJO JAHE MERAH PACK 6S MT, KOMIX HERBAL 15 ML, WOODS EXPECTORANT 60 ML, EXTRA JOSS ACTIVE 6 SCH, CEREBROFORT MG STRAW SCH, SAKATONIK ABC STRAW 30TAB
425005932;Maret 13, 2025;KALPANAX SALEP 6G, BEJO JAHE MERAH PACK 6S MT, PROMAG HERBAL 15 ML, WOODS EXPECTORANT 60 ML, CEREBROFORT MG STRAW SCH, FATIGON SPIRIT STRIP 1X6S, SAKATONIK ABC STRAW 30TAB
425005960;Maret 13, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, ENTROSTOP HERBAL ANAK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, WOODS LOZENGES 6'S
425005961;Maret 13, 2025;BEJO ANAK JAHE MERAH 5S, PROMAG HERBAL 15 ML
425005963;Maret 13, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, EXTRA JOSS MANGGA LAKI, ENTROSTOP HERBAL ANAK, MIXAGRIP HERBAL GREGES, WOODS LOZENGES 6'S
425006015;Maret 13, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
425006017;Maret 13, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
425006021;Maret 13, 2025;KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES, SKT ACTIV SIRUP 100 ML, SKT ACTIV SIRUP 300 ML, CEREBROFORT MG MGA SCH, WOODS LOZENGES 6'S
425006022;Maret 13, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
425006023;Maret 13, 2025;KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, KOMIX HERBAL PEPPERMINT, ENTROSTOP HERBAL ANAK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, WOODS NATURALS SYR 60 ML
425006024;Maret 13, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, FATIGON SPIRIT BOX 10X6S, SAKATONIK ACTIV MULTIVIT ZAT BESI - KAPLET 6S
425006026;Maret 13, 2025;MIXAGRIP HERBAL GREGES, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
425006027;Maret 13, 2025;MIXAGRIP HERBAL GREGES, FATIGON KAPLET 10X6S, FATIGON SPIRIT STRIP 1X6S
425006028;Maret 13, 2025;MIXAGRIP HERBAL GREGES, FATIGON KAPLET 10X6S
425006036;Maret 13, 2025;KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, ENTROSTOP HERBAL ANAK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, CEREBROFORT MG MGA SCH, CEREBROFORT MG STRAW SCH, WOODS LOZENGES 6'S
425006039;Maret 13, 2025;KALPANAX KRIM 10 GR, KALPANAX SALEP 6G, BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, KOMIX KID OBH PE
425006149;Maret 14, 2025;KOMIX HERBAL 15 ML, KOMIX OBH, WOODS EXPECTORANT 60 ML, EXTRA JOSS ACTIVE 6 SCH, CEREBROFORT MG STRAW SCH, MIXAGRIP FLU & BATUK PE
425006151;Maret 14, 2025;KALPANAX SALEP 6G, KOMIX HERBAL 15 ML, PROMAG HERBAL 15 ML, WOODS EXPECTORANT 60 ML, WOODS NATURALS SYR 60 ML, EXTRA JOSS ACTIVE 6 SCH, CEREBROFORT MG STRAW SCH, FATIGON SPIRIT STRIP 1X6S, PROCOLD FLU PE
425006165;Maret 14, 2025;EJUSS GINSENG ANGGUR EFF, EJUSS GINSENG JERUK
425006166;Maret 14, 2025;BT-MASUK ANGIN 1'S, BEJO JAHE MERAH EXTRA 1'S
425006167;Maret 14, 2025;EXTRA JOSS ACTIVE 1' S, JOSS C 1000 1S MT, KOMIX HERBAL KIDS 10ML 1TB
425006169;Maret 14, 2025;BEJO ANAK JAHE MRH 1S MT, BT-MASUK ANGIN 1'S, KOMIX HERBAL KIDS 10ML 1TB, KOMIX HERBAL LEMON 1TB, KOMIX HERBAL JAHE
425006172;Maret 14, 2025;B7 PANAS DALAM PACK 1'S, B7 SLASI JERUK NIPIS 1'S
425006173;Maret 14, 2025;BEJO JAHE MERAH EXTRA 1'S, BEJO JAHE MERAH EXTRA 6'S
425006196;Maret 14, 2025;BEJO ANAK JAHE MERAH 5S, KOMIX HERBAL 15 ML
425006205;Maret 14, 2025;KOMIX HERBAL LEMON, KOMIX HERBAL PEPPERMINT, SKT ACTIV SIRUP 300 ML, CEREBROFORT MG JRK SCH
425006206;Maret 14, 2025;ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
425006207;Maret 14, 2025;KALPANAX SALEP 6G, KOMIX HERBAL ORIGINAL 1S, KOMIX KID OBH PE
425006217;Maret 14, 2025;KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
425006253;Maret 18, 2025;KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, FATIGON SPIRIT BOX 10X6S
425006286;Maret 18, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, EXTRA JOSS MANGGA LAKI, CEREBROFORT GOLD STRAWBERY, ENTROSTOP HERBAL ANAK, PROMAG HERBAL 15 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH, WOODS LOZENGES 6'S
425006287;Maret 18, 2025;BEJO JAHE MERAH HERBAL 12 SC, ENTROSTOP HERBAL ANAK, PROMAG HERBAL 15 ML, EXTRA JOSS ACTIVE 12SCH, EXTRA JOSS MANGGA LAKI, MIXAGRIP HERBAL GREGES, WOODS NATURALS SYR 60 ML, CEREBROFORT M.G. AGGR SCH, WOODS LOZENGES 6'S
425006288;Maret 18, 2025;KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, WOODS LOZENGES 6'S
425006291;Maret 18, 2025;KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, SAKATONIK ABC ANGGUR30TAB
425006297;Maret 18, 2025;KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
425006302;Maret 18, 2025;KOMIX HERBAL 15 ML, CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
425006313;Maret 19, 2025;FATIGON SPIRIT STRIP 1X6S, SAKATONIK ABC ANTARIKSA
425006326;Maret 19, 2025;CEREBROFORT MG STRAW SCH, FATIGON SPIRIT STRIP 1X6S
425006327;Maret 19, 2025;BEJO JAHE MERAH PACK 6S MT, EXTRA JOSS SPORT GEL 2 TB
425006395;Maret 20, 2025;BEJO ANAK JAHE MERAH 5S, MIXAGRIP HERBAL GREGES, WOODS LOZENGES 6'S
425006403;Maret 20, 2025;CEREBROFORT GOLD ORANGE 100 ML, KOMIX HERBAL 15 ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, PUYER OSK BT NO.16/BOX, WAISAN NEW FORMULA  /LUSIN
425006404;Maret 20, 2025;ENTROSTOP HERBAL DEWASA 15 ML, ENTROSTOP HERBAL ANAK, KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX HERBAL PEPPERMINT, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
425006405;Maret 20, 2025;CEREBROFORT GOLD ORANGE 100 ML, KOMIX HERBAL 15 ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, PUYER OSK BT NO.16/BOX, WAISAN NEW FORMULA  /LUSIN
425006407;Maret 20, 2025;CEREBROFORT GOLD ORANGE 100 ML, KOMIX HERBAL 15 ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, PUYER OSK BT NO.16/BOX, WAISAN NEW FORMULA  /LUSIN
425006597;Maret 21, 2025;CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG STRAW SCH
425006607;Maret 21, 2025;SAKATONIK ABC ANTARIKSA, SAKATONIK ABC STRAW 30TAB
425006710;Maret 21, 2025;KOMIX HERBAL 15 ML, PROMAG HERBAL, PROMAG HERBAL 15 ML, WOODS EXPECTORANT 60 ML, CEREBROFORT MG STRAW SCH, SAKATONIK ABC STRAW 30TAB
425006711;Maret 21, 2025;KOMIX HERBAL 15 ML, WOODS EXPECTORANT 60 ML, CEREBROFORT MG STRAW SCH, MIXAGRIP FLU & BATUK PE, PROCOLD FLU PE
425006741;Maret 22, 2025;KALPANAX K CREAM 5 GR, WOODS EXPECTORANT 60 ML
425006742;Maret 22, 2025;WAISAN NEW FORMULA  /LUSIN, PROMAG SUSPENSI 10ML/6
425006743;Maret 22, 2025;KALPANAX K CREAM 5 GR, KALPANAX SALEP 6G/12, ENTROSTOP 10'S, PROMAG TABLET
425006744;Maret 25, 2025;KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES
425006746;Maret 25, 2025;KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES
425006755;Maret 25, 2025;BEJO JAHE MERAH HERBAL 12 SC, B7 SLASI JERUK NIPIS 12'S
425006758;Maret 25, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL LEMON, MIXAGRIP HERBAL GREGES, CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG MGA SCH, CEREBROFORT MG STRAW SCH, CEREBROFORT M.G. TROPICAL FRUIT, SKT ABC CURCUMA MADU
425006762;Maret 25, 2025;KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES
425006765;Maret 25, 2025;BEJO JAHE MERAH HERBAL 12 SC, EXTRA JOSS ACTIVE 12SCH, EXTRA JOSS GO RASA ANGGUR, EXTRA JOSS MANGGA LAKI, ENTROSTOP HERBAL ANAK, CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG MGA SCH, WOODS LOZENGES 6'S
425006777;Maret 25, 2025;MIXAGRIP HERBAL GREGES, FATIGON KAPLET 1X6S
425006778;Maret 25, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, CEREBROFORT MG JRK SCH
425006781;Maret 25, 2025;MIXAGRIP HERBAL GREGES, SKT ABC CURCUMA MADU
425006782;Maret 25, 2025;BEJO JAHE MERAH HERBAL 6S MT, BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL LEMON, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, SKT ACTIV SIRUP 100 ML, CEREBROFORT MG JRK SCH, WOODS LOZENGES 6'S
425006788;Maret 25, 2025;BEJO ANAK JAHE MERAH 5S, BEJO JAHE MERAH PACK 12SC, BEJO JAHE MERAH EXTRA 6'S, KOMIX JAHE G-FORMULA BOX, KOMIX KID STRAWBERRY PACK, ENTROSTOP HERBAL DEWASA 15 ML, ENTROSTOP HERBAL ANAK
425006791;Maret 25, 2025;EXTRA JOSS GO RASA ANGGUR, EXTRA JOSS MANGGA LAKI, MIXAGRIP HERBAL GREGES
425006793;Maret 25, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
425006794;Maret 25, 2025;BEJO JAHE MERAH PACK 12SC, BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES
425006796;Maret 25, 2025;BEJO JAHE MERAH HERBAL 1'S, KOMIX HERBAL 15 ML 1TB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SKT ABC CURCUMA MADU
425006797;Maret 25, 2025;MIXAGRIP HERBAL GREGES, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC ORANGE 30TAB
425006798;Maret 25, 2025;KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES
425006799;Maret 25, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX OBH PE
425006801;Maret 25, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
425006931;April 07, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
425006936;April 07, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425006945;April 07, 2025;MIXAGRIP HERBAL GREGES, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
425006957;April 07, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425006958;April 07, 2025;BEJO ANAK JAHE MERAH 5S, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC ORANGE 30TAB
425007004;April 07, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX PEPP.G-FORMULA BOX
425007010;April 07, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL LEMON, KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL PEPPERMINT, SKT ACTIV SIRUP 300 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425007013;April 07, 2025;KALPANAX SALEP 6G/12, KALPANAX KRIM 10 GR, KOMIX HERBAL ORIGINAL 1S, CEREBROFORT GOLD ORANGE 200 ML, KOMIX HERBAL 15 ML, KOMIX KID OBH PE, WOODS NATURALS SYR 60 ML
425007014;April 07, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL PEPPERMINT, SKT ACTIV SIRUP 100 ML, SKT ACTIV SIRUP 300 ML, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425007044;April 07, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425007045;April 07, 2025;MIXAGRIP HERBAL GREGES, FATIGON KAPLET 10X6S
425007046;April 07, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, FATIGON KAPLET 1X6S
425007047;April 07, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, PROMAG HERBAL 15 ML
425007051;April 07, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
425007093;April 07, 2025;BEJO JAHE MERAH HERBAL 12 SC, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
425007134;April 07, 2025;KALPANAX K CREAM 5 GR, BEJO JAHE MERAH PACK 6S MT, PROMAG HERBAL 15 ML, EXTRA JOSS ACTIVE 6 SCH, CEREBROFORT MG STRAW SCH, FATIGON SPIRIT STRIP 1X6S, SAKATONIK ABC STRAW 30TAB
425007143;April 07, 2025;KOMIX HERBAL 15 ML, EXTRA JOSS ACTIVE 12SCH, CEREBROFORT GOLD ORANGE 100 ML, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
425007153;April 07, 2025;BEJO JAHE MERAH HERBAL 1'S, EXTRA JOSS ACTIVE 12SCH, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, FATIGON SPIRIT BOX 10X6S
425007154;April 07, 2025;KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, KOMIX HERBAL PEPPERMINT, ENTROSTOP HERBAL ANAK, PROMAG HERBAL 15 ML, MIXAGRIP HERBAL GREGES, WOODS NATURALS SYR 60 ML, CEREBROFORT MG JRK SCH, WOODS LOZENGES 6'S
425007156;April 07, 2025;PROCOLD FLU BATUK PE, PROCOLD FLU BATUK PE
425007158;April 07, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, FATIGON KAPLET 1X6S, FATIGON SPIRIT BOX 10X6S
425007171;April 07, 2025;BEJO JAHE MERAH HERBAL 12 SC, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, FATIGON SPIRIT BOX 10X6S
425007175;April 07, 2025;KALPANAX KRIM 10 GR, KOMIX PEPP.G-FORMULA BOX, WAISAN NEW FORMULA  /LUSIN
